# this is a demo-export
#
# Stage :   0.000000  -  45.000000 
# AD-Channels:  undeformt    deformt   Unit
#     AD-0:     0.022583    0.130310    V
#     AD-1:     0.000000    -4.756165    V
#
# Time  :  undeformt: 0.000000     [seconds since 01.01.1970]
#            deformt: 1379.550648     [seconds since 01.01.1970]
#
#
# Index_x, Index_y, Coordinate-undef (x,y,z), Coord-def (x,y,z), Displ(x,y,z), Strain (x,y,Major, Minor, Thicknessreduction), AD-Channel 1 + 2
#
#  
  66   53  -34.267366 63.746803 -72.483407    -36.627411 63.612699 -70.446662    -2.360044 -0.134104 2.036745    0.114298 -0.114545 0.137769 -0.138016 -0.000438
  67   53  -30.850573 63.896523 -72.463327    -33.208177 63.755911 -70.419343    -2.357604 -0.140612 2.043984    0.001456 -0.160136 0.106575 -0.265255 -0.159216
  68   53  -27.425633 64.046146 -72.467740    -29.789261 63.908732 -70.450705    -2.363628 -0.137414 2.017035    -0.107041 0.069300 0.069303 -0.107044 -0.037830
  69   53  -23.998258 64.199010 -72.467714    -26.360710 64.047429 -70.419139    -2.362452 -0.151581 2.048575    0.030016 -0.154721 0.030036 -0.154742 -0.124908
  70   53  -20.566294 64.347421 -72.472955    -22.927343 64.193055 -70.378407    -2.361048 -0.154367 2.094549    0.092480 -0.054638 0.127501 -0.089659 0.037713
  71   53  -17.135994 64.496626 -72.453464    -19.498994 64.351511 -70.364649    -2.363000 -0.145116 2.088815    0.068572 0.347537 0.355186 0.060923 0.414600
  72   53  -13.699882 64.650769 -72.446285    -16.058251 64.489606 -70.385401    -2.358369 -0.161163 2.060884    -0.055459 0.019473 0.033741 -0.069727 -0.036022
  73   53  -10.258557 64.804389 -72.447422    -12.616994 64.641566 -70.361292    -2.358438 -0.162823 2.086129    0.240324 0.238939 0.316713 0.162550 0.477487
  74   53  -6.813270 64.952643 -72.450088    -9.146907 64.783856 -70.276644    -2.333637 -0.168787 2.173444    0.023384 0.317463 0.493707 -0.152860 0.338940
  75   53  -3.365282 65.101436 -72.448932    -5.725719 64.920897 -70.356550    -2.360438 -0.180539 2.092382    -0.246159 0.090699 0.111318 -0.266778 -0.156000
  76   53  0.085081 65.254924 -72.442928    -2.274140 65.068634 -70.343195    -2.359221 -0.186290 2.099733    -0.026921 -0.062466 -0.017701 -0.071686 -0.089455
  77   53  3.540710 65.408342 -72.444719    1.181874 65.219189 -70.355036    -2.358836 -0.189153 2.089684    -0.032927 -0.076566 -0.030412 -0.079081 -0.109589
  78   53  6.999346 65.562058 -72.443848    4.635602 65.368368 -70.337576    -2.363744 -0.193690 2.106272    -0.069933 -0.105893 -0.069834 -0.105992 -0.176061
  79   53  10.460235 65.714292 -72.436766    8.101514 65.518401 -70.350821    -2.358721 -0.195891 2.085945    -0.052474 -0.052839 0.052887 -0.158200 -0.105508
  80   53  13.925549 65.867807 -72.433380    11.564499 65.667715 -70.342242    -2.361050 -0.200092 2.091138    0.023145 -0.024625 0.061803 -0.063283 -0.001519
  81   53  17.396691 66.018728 -72.439156    15.037212 65.813601 -70.330818    -2.359478 -0.205127 2.108338    -0.000100 0.013165 0.045319 -0.032254 0.013049
  82   53  20.866947 66.175509 -72.425724    18.505751 65.962871 -70.294001    -2.361196 -0.212638 2.131723    0.034267 -0.044127 0.034405 -0.044264 -0.009876
  83   53  24.339132 66.332345 -72.404950    21.978588 66.109217 -70.296236    -2.360543 -0.223128 2.108714    -0.030498 -0.240383 -0.014689 -0.256191 -0.271579
  84   53  27.818653 66.482221 -72.399014    25.459671 66.262469 -70.282935    -2.358982 -0.219752 2.116079    0.039449 0.023074 0.108094 -0.045571 0.062435
  85   53  31.301757 66.637662 -72.392961    28.950716 66.418153 -70.249914    -2.351041 -0.219509 2.143046    0.079934 0.226577 0.291576 0.014934 0.305618
  86   53  34.791912 66.789891 -72.400134    32.433330 66.558111 -70.266307    -2.358582 -0.231780 2.133827    -0.094050 0.084984 0.093868 -0.102934 -0.009163
  87   53  38.277097 66.949354 -72.371970    35.914815 66.710673 -70.254715    -2.362282 -0.238681 2.117255    0.051473 0.090410 0.187361 -0.045479 0.141596
  88   53  41.770941 67.104710 -72.363426    39.420596 66.855946 -70.225829    -2.350345 -0.248764 2.137597    0.042292 -0.026675 0.137136 -0.121519 0.015448
  89   53  45.270725 67.260784 -72.363388    42.912404 67.016300 -70.215883    -2.358320 -0.244484 2.147505    -0.052103 0.226763 0.227352 -0.052692 0.174236
  90   53  48.772342 67.417478 -72.355228    46.413652 67.161730 -70.215024    -2.358689 -0.255748 2.140204    0.053256 0.010723 0.061214 0.002765 0.063940
  91   53  52.276781 67.573225 -72.342820    49.924967 67.322134 -70.193308    -2.351815 -0.251091 2.149513    -0.012976 0.294961 0.303711 -0.021726 0.281127
  92   53  55.786160 67.726494 -72.334279    53.427141 67.468690 -70.178357    -2.359019 -0.257804 2.155922    -0.030581 0.264347 0.280196 -0.046430 0.233091
  93   53  59.297744 67.881222 -72.319224    56.943750 67.614885 -70.159519    -2.353994 -0.266337 2.159706    0.000610 0.122787 0.135177 -0.011781 0.123228
  94   53  62.814978 68.038027 -72.310938    60.458422 67.767075 -70.152616    -2.356556 -0.270953 2.158322    0.017759 0.095730 0.095898 0.017592 0.113378
  95   53  66.335656 68.194294 -72.300568    63.981362 67.917940 -70.137435    -2.354293 -0.276355 2.163133    0.028092 0.007859 0.049692 -0.013742 0.035931
  96   53  69.860501 68.351300 -72.290901    67.508783 68.071786 -70.129599    -2.351718 -0.279515 2.161303    -0.041767 0.074786 0.097058 -0.064038 0.032947
  97   53  73.389981 68.511310 -72.283751    71.033164 68.224817 -70.109128    -2.356817 -0.286493 2.174623    -0.000198 -0.001694 0.036023 -0.037915 -0.001905
  98   53  76.920835 68.666940 -72.266341    74.568658 68.376817 -70.098640    -2.352178 -0.290123 2.167701    0.060839 0.094714 0.113658 0.041894 0.155359
  99   53  80.460216 68.825426 -72.265528    78.112049 68.526803 -70.081588    -2.348166 -0.298623 2.183940    -0.039661 0.010526 0.054455 -0.083590 -0.029189
 100   53  84.002669 68.985492 -72.260978    81.645115 68.681168 -70.071086    -2.357554 -0.304324 2.189892    -0.065291 0.004818 0.036003 -0.096477 -0.060545
