Fläche;Rasterpunkt-Koordinaten [m];;
Nr.;X;Y;Z
4419;5.650;4.350;-3.160
4420;5.650;4.450;-3.160
4421;5.650;4.550;-3.160
4422;5.650;4.650;-3.160
4423;5.650;4.750;-3.160
4424;5.650;4.850;-3.160
4425;5.650;4.950;-3.160
4426;5.650;5.050;-3.160
4427;5.650;5.150;-3.160
4428;5.650;5.250;-3.160
4429;5.650;5.350;-3.160
4430;5.650;5.450;-3.160
4431;5.650;5.550;-3.160
4432;5.650;5.650;-3.160
4433;5.650;5.750;-3.160
4434;5.650;5.850;-3.160
4435;5.650;5.950;-3.160
4436;5.650;6.050;-3.160
4437;5.650;6.150;-3.160
4438;5.650;6.250;-3.160
4439;5.650;6.350;-3.160
4440;5.650;6.450;-3.160
4441;5.650;6.550;-3.160
4442;5.650;6.650;-3.160
4443;5.650;6.750;-3.160
4444;5.650;6.850;-3.160
4445;5.650;6.950;-3.160
4446;5.750;3.550;-3.160
4447;5.750;3.650;-3.160
4448;5.750;3.750;-3.160
4449;5.750;3.850;-3.160
4450;5.750;3.950;-3.160
4451;5.750;4.050;-3.160
4452;5.750;4.150;-3.160
4453;5.750;4.250;-3.160
4454;5.750;4.350;-3.160
4455;5.750;4.450;-3.160
4456;5.750;4.550;-3.160
4457;5.750;4.650;-3.160
4458;5.750;4.750;-3.160
4459;5.750;4.850;-3.160
4460;5.750;4.950;-3.160
4461;5.750;5.050;-3.160
4462;5.750;5.150;-3.160
4463;5.750;5.250;-3.160
4464;5.750;5.350;-3.160
4465;5.750;5.450;-3.160
4466;5.750;5.550;-3.160
4467;5.750;5.650;-3.160
4468;5.750;5.750;-3.160
4469;5.750;5.850;-3.160
4470;5.750;5.950;-3.160
4471;5.750;6.050;-3.160
4472;5.750;6.150;-3.160
4473;5.750;6.250;-3.160
4474;5.750;6.350;-3.160
4475;5.750;6.450;-3.160
4476;5.750;6.550;-3.160
4477;5.750;6.650;-3.160
4478;5.750;6.750;-3.160
4479;5.750;6.850;-3.160
4480;5.750;6.950;-3.160
4481;5.850;3.550;-3.160
4482;5.850;3.650;-3.160
4483;5.850;3.750;-3.160
4484;5.850;3.850;-3.160
4485;5.850;3.950;-3.160
4486;5.850;4.050;-3.160
4487;5.850;4.150;-3.160
4488;5.850;4.250;-3.160
4489;5.850;4.350;-3.160
4490;5.850;4.450;-3.160
4491;5.850;4.550;-3.160
4492;5.850;4.650;-3.160
4493;5.850;4.750;-3.160
4494;5.850;4.850;-3.160
4495;5.850;4.950;-3.160
4496;5.850;5.050;-3.160
4497;5.850;5.150;-3.160
4498;5.850;5.250;-3.160
4499;5.850;5.350;-3.160
4500;5.850;5.450;-3.160
4501;5.850;5.550;-3.160
4502;5.850;5.650;-3.160
4503;5.850;5.750;-3.160
4504;5.850;5.850;-3.160
4505;5.850;5.950;-3.160
4506;5.850;6.050;-3.160
4507;5.850;6.150;-3.160
4508;5.850;6.250;-3.160
4509;5.850;6.350;-3.160
4510;5.850;6.450;-3.160
4511;5.850;6.550;-3.160
4512;5.850;6.650;-3.160
4513;5.850;6.750;-3.160
4514;5.850;6.850;-3.160
4515;5.850;6.950;-3.160
4516;5.950;3.550;-3.160
4517;5.950;3.650;-3.160
4518;5.950;3.750;-3.160
4519;5.950;3.850;-3.160
4520;5.950;3.950;-3.160
4521;5.950;4.050;-3.160
4522;5.950;4.150;-3.160
4523;5.950;4.250;-3.160
4524;5.950;4.350;-3.160
4525;5.950;4.450;-3.160
4526;5.950;4.550;-3.160
4527;5.950;4.650;-3.160
4528;5.950;4.750;-3.160
4529;5.950;4.850;-3.160
4530;5.950;4.950;-3.160
4531;5.950;5.050;-3.160
4532;5.950;5.150;-3.160
4533;5.950;5.250;-3.160
4534;5.950;5.350;-3.160
4535;5.950;5.450;-3.160
4536;5.950;5.550;-3.160
4537;5.950;5.650;-3.160
4538;5.950;5.750;-3.160
4539;5.950;5.850;-3.160
4540;5.950;5.950;-3.160
4541;5.950;6.050;-3.160
4542;5.950;6.150;-3.160
4543;5.950;6.250;-3.160
4544;5.950;6.350;-3.160
4545;5.950;6.450;-3.160
4546;5.950;6.550;-3.160
4547;5.950;6.650;-3.160
4548;5.950;6.750;-3.160
4549;5.950;6.850;-3.160
4550;5.950;6.950;-3.160
4551;6.050;3.550;-3.160
4552;6.050;3.650;-3.160
4553;6.050;3.750;-3.160
4554;6.050;3.850;-3.160
4555;6.050;3.950;-3.160
4556;6.050;4.050;-3.160
4557;6.050;4.150;-3.160
4558;6.050;4.250;-3.160
4559;6.050;4.350;-3.160
4560;6.050;4.450;-3.160
4561;6.050;4.550;-3.160
4562;6.050;4.650;-3.160
4563;6.050;4.750;-3.160
4564;6.050;4.850;-3.160
4565;6.050;4.950;-3.160
4566;6.050;5.050;-3.160
4567;6.050;5.150;-3.160
4568;6.050;5.250;-3.160
4569;6.050;5.350;-3.160
4570;6.050;5.450;-3.160
4571;6.050;5.550;-3.160
4572;6.050;5.650;-3.160
4573;6.050;5.750;-3.160
4574;6.050;5.850;-3.160
4575;6.050;5.950;-3.160
4576;6.050;6.050;-3.160
4577;6.050;6.150;-3.160
4578;6.050;6.250;-3.160
4579;6.050;6.350;-3.160
4580;6.050;6.450;-3.160
4581;6.050;6.550;-3.160
4582;6.050;6.650;-3.160
4583;6.050;6.750;-3.160
4584;6.050;6.850;-3.160
4585;6.050;6.950;-3.160
4586;6.150;3.550;-3.160
4587;6.150;3.650;-3.160
4588;6.150;3.750;-3.160
4589;6.150;3.850;-3.160
4590;6.150;3.950;-3.160
4591;6.150;4.050;-3.160
4592;6.150;4.150;-3.160
4593;6.150;4.250;-3.160
4594;6.150;4.350;-3.160
4595;6.150;4.450;-3.160
4596;6.150;4.550;-3.160
4597;6.150;4.650;-3.160
4598;6.150;4.750;-3.160
4599;6.150;4.850;-3.160
4600;6.150;4.950;-3.160
4601;6.150;5.050;-3.160
4602;6.150;5.150;-3.160
4603;6.150;5.250;-3.160
4604;6.150;5.350;-3.160
4605;6.150;5.450;-3.160
4606;6.150;5.550;-3.160
4607;6.150;5.650;-3.160
4608;6.150;5.750;-3.160
4609;6.150;5.850;-3.160
4610;6.150;5.950;-3.160
4611;6.150;6.050;-3.160
4612;6.150;6.150;-3.160
4613;6.150;6.250;-3.160
4614;6.150;6.350;-3.160
4615;6.150;6.450;-3.160
4616;6.150;6.550;-3.160
4617;6.150;6.650;-3.160
4618;6.150;6.750;-3.160
4619;6.150;6.850;-3.160
4620;6.150;6.950;-3.160
4621;6.250;3.550;-3.160
4622;6.250;3.650;-3.160
4623;6.250;3.750;-3.160
4624;6.250;3.850;-3.160
4625;6.250;3.950;-3.160
4626;6.250;4.050;-3.160
4627;6.250;4.150;-3.160
4628;6.250;4.250;-3.160
4629;6.250;4.350;-3.160
4630;6.250;4.450;-3.160
4631;6.250;4.550;-3.160
4632;6.250;4.650;-3.160
4633;6.250;4.750;-3.160
4634;6.250;4.850;-3.160
4635;6.250;4.950;-3.160
4636;6.250;5.050;-3.160
4637;6.250;5.150;-3.160
4638;6.250;5.250;-3.160
4639;6.250;5.350;-3.160
4640;6.250;5.450;-3.160
4641;6.250;5.550;-3.160
4642;6.250;5.650;-3.160
4643;6.250;5.750;-3.160
4644;6.250;5.850;-3.160
4645;6.250;5.950;-3.160
4646;6.250;6.050;-3.160
4647;6.250;6.150;-3.160
4648;6.250;6.250;-3.160
4649;6.250;6.350;-3.160
4650;6.250;6.450;-3.160
4651;6.250;6.550;-3.160
4652;6.250;6.650;-3.160
4653;6.250;6.750;-3.160
4654;6.250;6.850;-3.160
4655;6.250;6.950;-3.160
4656;6.350;3.550;-3.160
4657;6.350;3.650;-3.160
4658;6.350;3.750;-3.160
4659;6.350;3.850;-3.160
4660;6.350;3.950;-3.160
4661;6.350;4.050;-3.160
4662;6.350;4.150;-3.160
4663;6.350;4.250;-3.160
4664;6.350;4.350;-3.160
4665;6.350;4.450;-3.160
4666;6.350;4.550;-3.160
4667;6.350;4.650;-3.160
4668;6.350;4.750;-3.160
4669;6.350;4.850;-3.160
4670;6.350;4.950;-3.160
4671;6.350;5.050;-3.160
4672;6.350;5.150;-3.160
4673;6.350;5.250;-3.160
4674;6.350;5.350;-3.160
4675;6.350;5.450;-3.160
4676;6.350;5.550;-3.160
4677;6.350;5.650;-3.160
4678;6.350;5.750;-3.160
4679;6.350;5.850;-3.160
4680;6.350;5.950;-3.160
4681;6.350;6.050;-3.160
4682;6.350;6.150;-3.160
4683;6.350;6.250;-3.160
4684;6.350;6.350;-3.160
4685;6.350;6.450;-3.160
4686;6.350;6.550;-3.160
4687;6.350;6.650;-3.160
4688;6.350;6.750;-3.160
4689;6.350;6.850;-3.160
4690;6.350;6.950;-3.160
4691;6.450;3.550;-3.160
4692;6.450;3.650;-3.160
4693;6.450;3.750;-3.160
4694;6.450;3.850;-3.160
4695;6.450;3.950;-3.160
4696;6.450;4.050;-3.160
4697;6.450;4.150;-3.160
4698;6.450;4.250;-3.160
4699;6.450;4.350;-3.160
4700;6.450;4.450;-3.160
4701;6.450;4.550;-3.160
4702;6.450;4.650;-3.160
4703;6.450;4.750;-3.160
4704;6.450;4.850;-3.160
4705;6.450;4.950;-3.160
4706;6.450;5.050;-3.160
4707;6.450;5.150;-3.160
4708;6.450;5.250;-3.160
4709;6.450;5.350;-3.160
4710;6.450;5.450;-3.160
4711;6.450;5.550;-3.160
4712;6.450;5.650;-3.160
4713;6.450;5.750;-3.160
4714;6.450;5.850;-3.160
4715;6.450;5.950;-3.160
4716;6.450;6.050;-3.160
4717;6.450;6.150;-3.160
4718;6.450;6.250;-3.160
4719;6.450;6.350;-3.160
4720;6.450;6.450;-3.160
4721;6.450;6.550;-3.160
4722;6.450;6.650;-3.160
4723;6.450;6.750;-3.160
4724;6.450;6.850;-3.160
4725;6.450;6.950;-3.160
4726;6.550;3.550;-3.160
4727;6.550;3.650;-3.160
4728;6.550;3.750;-3.160
4729;6.550;3.850;-3.160
4730;6.550;3.950;-3.160
4731;6.550;4.050;-3.160
4732;6.550;4.150;-3.160
4733;6.550;4.250;-3.160
4734;6.550;4.350;-3.160
4735;6.550;4.450;-3.160
4736;6.550;4.550;-3.160
4737;6.550;4.650;-3.160
4738;6.550;4.750;-3.160
4739;6.550;4.850;-3.160
4740;6.550;4.950;-3.160
4741;6.550;5.050;-3.160
4742;6.550;5.150;-3.160
4743;6.550;5.250;-3.160
4744;6.550;5.350;-3.160
4745;6.550;5.450;-3.160
4746;6.550;5.550;-3.160
4747;6.550;5.650;-3.160
4748;6.550;5.750;-3.160
4749;6.550;5.850;-3.160
4750;6.550;5.950;-3.160
4751;6.550;6.050;-3.160
4752;6.550;6.150;-3.160
4753;6.550;6.250;-3.160
4754;6.550;6.350;-3.160
4755;6.550;6.450;-3.160
4756;6.550;6.550;-3.160
4757;6.550;6.650;-3.160
4758;6.550;6.750;-3.160
4759;6.550;6.850;-3.160
4760;6.550;6.950;-3.160
4761;6.650;3.550;-3.160
4762;6.650;3.650;-3.160
4763;6.650;3.750;-3.160
4764;6.650;3.850;-3.160
4765;6.650;3.950;-3.160
4766;6.650;4.050;-3.160
4767;6.650;4.150;-3.160
4768;6.650;4.250;-3.160
4769;6.650;4.350;-3.160
4770;6.650;4.450;-3.160
4771;6.650;4.550;-3.160
4772;6.650;4.650;-3.160
4773;6.650;4.750;-3.160
4774;6.650;4.850;-3.160
4775;6.650;4.950;-3.160
4776;6.650;5.050;-3.160
4777;6.650;5.150;-3.160
4778;6.650;5.250;-3.160
4779;6.650;5.350;-3.160
4780;6.650;5.450;-3.160
4781;6.650;5.550;-3.160
4782;6.650;5.650;-3.160
4783;6.650;5.750;-3.160
4784;6.650;5.850;-3.160
4785;6.650;5.950;-3.160
4786;6.650;6.050;-3.160
4787;6.650;6.150;-3.160
4788;6.650;6.250;-3.160
4789;6.650;6.350;-3.160
4790;6.650;6.450;-3.160
4791;6.650;6.550;-3.160
4792;6.650;6.650;-3.160
4793;6.650;6.750;-3.160
4794;6.650;6.850;-3.160
4795;6.650;6.950;-3.160
4796;6.750;3.550;-3.160
4797;6.750;3.650;-3.160
4798;6.750;3.750;-3.160
4799;6.750;3.850;-3.160
4800;6.750;3.950;-3.160
4801;6.750;4.050;-3.160
4802;6.750;4.150;-3.160
4803;6.750;4.250;-3.160
4804;6.750;4.350;-3.160
4805;6.750;4.450;-3.160
4806;6.750;4.550;-3.160
4807;6.750;4.650;-3.160
4808;6.750;4.750;-3.160
4809;6.750;4.850;-3.160
4810;6.750;4.950;-3.160
4811;6.750;5.050;-3.160
4812;6.750;5.150;-3.160
4813;6.750;5.250;-3.160
4814;6.750;5.350;-3.160
4815;6.750;5.450;-3.160
4816;6.750;5.550;-3.160
4817;6.750;5.650;-3.160
4818;6.750;5.750;-3.160
4819;6.750;5.850;-3.160
4820;6.750;5.950;-3.160
4821;6.750;6.050;-3.160
4822;6.750;6.150;-3.160
4823;6.750;6.250;-3.160
4824;6.750;6.350;-3.160
4825;6.750;6.450;-3.160
4826;6.750;6.550;-3.160
4827;6.750;6.650;-3.160
4828;6.750;6.750;-3.160
4829;6.750;6.850;-3.160
4830;6.750;6.950;-3.160
4831;6.850;3.550;-3.160
4832;6.850;3.650;-3.160
4833;6.850;3.750;-3.160
4834;6.850;3.850;-3.160
4835;6.850;3.950;-3.160
4836;6.850;4.050;-3.160
4837;6.850;4.150;-3.160
4838;6.850;4.250;-3.160
4839;6.850;4.350;-3.160
4840;6.850;4.450;-3.160
4841;6.850;4.550;-3.160
4842;6.850;4.650;-3.160
4843;6.850;4.750;-3.160
4844;6.850;4.850;-3.160
4845;6.850;4.950;-3.160
4846;6.850;5.050;-3.160
4847;6.850;5.150;-3.160
4848;6.850;5.250;-3.160
4849;6.850;5.350;-3.160
4850;6.850;5.450;-3.160
4851;6.850;5.550;-3.160
4852;6.850;5.650;-3.160
4853;6.850;5.750;-3.160
4854;6.850;5.850;-3.160
4855;6.850;5.950;-3.160
4856;6.850;6.050;-3.160
4857;6.850;6.150;-3.160
4858;6.850;6.250;-3.160
4859;6.850;6.350;-3.160
4860;6.850;6.450;-3.160
4861;6.850;6.550;-3.160
4862;6.850;6.650;-3.160
4863;6.850;6.750;-3.160
4864;6.850;6.850;-3.160
4865;6.850;6.950;-3.160
4866;6.950;3.550;-3.160
4867;6.950;3.650;-3.160
4868;6.950;3.750;-3.160
4869;6.950;3.850;-3.160
4870;6.950;3.950;-3.160
4871;6.950;4.050;-3.160
4872;6.950;4.150;-3.160
4873;6.950;4.250;-3.160
4874;6.950;4.350;-3.160
4875;6.950;4.450;-3.160
4876;6.950;4.550;-3.160
4877;6.950;4.650;-3.160
4878;6.950;4.750;-3.160
4879;6.950;4.850;-3.160
4880;6.950;4.950;-3.160
4881;6.950;5.050;-3.160
4882;6.950;5.150;-3.160
4883;6.950;5.250;-3.160
4884;6.950;5.350;-3.160
4885;6.950;5.450;-3.160
4886;6.950;5.550;-3.160
4887;6.950;5.650;-3.160
4888;6.950;5.750;-3.160
4889;6.950;5.850;-3.160
4890;6.950;5.950;-3.160
4891;6.950;6.050;-3.160
4892;6.950;6.150;-3.160
4893;6.950;6.250;-3.160
4894;6.950;6.350;-3.160
4895;6.950;6.450;-3.160
4896;6.950;6.550;-3.160
4897;6.950;6.650;-3.160
4898;6.950;6.750;-3.160
4899;6.950;6.850;-3.160
4900;6.950;6.950;-3.160
